Equipment ID,Equipment Type,Purchase Date,Last Maintenance Date,Maintenance Status,Equipment Cost (CAD),Usage Hours,Location,Supplier,Warranty Expiry Date,Next Maintenance Due Date,Usage Days Since Last Maintenance,Usage Hours Since Last Maintenance,Time Since Last Maintenance (Days),Maintenance Frequency (Times),Failure History,Condition Rating,Failure Prediction (Target)
EQ09275,Goalpost,2015-10-05 0:00,2021-04-07 0:00,Replaced,44480.99,4184,South Stand,Lighting Masters,2019-03-15 0:00,2017-10-30 0:00,174,4184,1243,1,0,9,0
EQ09276,Lighting System,2016-05-16 0:00,2020-02-21 0:00,Needs Repair,18409.29,6521,North Stand,Field Systems Ltd.,2019-05-07 0:00,2016-06-16 0:00,266,6373,1654,6,0,4,1
EQ09277,Turf Maintenance Machine,2018-08-16 0:00,2023-06-15 0:00,Under Repair,31794.33,3235,East Stand,Lighting Masters,2018-07-04 0:00,2017-10-24 0:00,129,3092,444,5,0,2,1
EQ09278,Turf Maintenance Machine,2021-07-21 0:00,2022-07-15 0:00,Replaced,46353.46,7082,South Stand,Audio Visual Experts,2015-05-13 0:00,2017-09-03 0:00,293,7030,779,8,0,8,0
EQ09279,Cameras,2018-06-14 0:00,2018-11-09 0:00,Needs Repair,29531.37,9066,Main Field,Lighting Masters,2015-01-27 0:00,2018-02-25 0:00,376,9012,2123,6,0,4,1
EQ09280,Field Marking Equipment,2023-06-11 0:00,2024-03-26 0:00,Replaced,19430.8,4605,Main Field,Audio Visual Experts,2015-04-24 0:00,2015-04-16 0:00,190,4557,159,2,0,9,0
EQ09281,Seats,2023-12-26 0:00,2020-09-19 0:00,Needs Repair,14447.51,1783,North Stand,Field Systems Ltd.,2015-11-27 0:00,2016-09-21 0:00,67,1604,1443,4,0,5,0
EQ09282,Score Display,2020-05-19 0:00,2022-02-27 0:00,Replaced,45802.32,3171,North Stand,Goalkeepers Inc.,2019-01-31 0:00,2016-06-13 0:00,130,3109,917,2,0,9,0
EQ09283,Lighting System,2016-10-24 0:00,2023-01-04 0:00,Under Repair,20781.25,4672,West Stand,Sports Equipment Co.,2018-11-30 0:00,2015-02-18 0:00,188,4502,606,8,0,1,1
EQ09284,Scoreboard,2016-01-13 0:00,2016-03-26 0:00,Replaced,32584.13,8947,Main Field,Goalkeepers Inc.,2018-03-04 0:00,2017-06-11 0:00,369,8863,3081,5,0,8,0
EQ09285,Field Marking Equipment,2015-05-27 0:00,2019-05-23 0:00,Good,17160.48,7649,West Stand,Audio Visual Experts,2018-12-02 0:00,2017-04-03 0:00,313,7501,1928,9,0,8,0
EQ09286,Score Display,2017-11-05 0:00,2017-02-22 0:00,Under Repair,37044.78,7659,West Stand,Goalkeepers Inc.,2019-01-12 0:00,2018-09-24 0:00,316,7583,2748,7,0,2,1
EQ09287,Cameras,2022-08-25 0:00,2020-09-11 0:00,Good,43246.8,1671,West Stand,Sports Equipment Co.,2017-07-25 0:00,2015-01-01 0:00,66,1592,1451,7,0,7,0
EQ09288,Score Display,2018-09-04 0:00,2019-12-31 0:00,Good,32694.81,8458,Main Field,Goalkeepers Inc.,2018-10-04 0:00,2019-02-16 0:00,352,8450,1706,1,0,7,0
EQ09289,Turf Maintenance Machine,2024-06-23 0:00,2018-04-19 0:00,Replaced,30815.59,4231,West Stand,Goalkeepers Inc.,2015-06-14 0:00,2018-03-26 0:00,169,4059,2327,4,0,9,0
EQ09290,Field Marking Equipment,2021-02-06 0:00,2023-05-21 0:00,Good,1427.75,2635,North Stand,Audio Visual Experts,2015-10-15 0:00,2015-03-22 0:00,105,2520,469,9,0,9,0
EQ09291,Turnstiles,2023-08-18 0:00,2023-05-28 0:00,Replaced,2832.25,3022,Main Field,Goalkeepers Inc.,2015-12-06 0:00,2016-02-22 0:00,125,3002,462,8,1,9,0
EQ09292,Score Display,2021-12-06 0:00,2020-08-19 0:00,Needs Repair,25269.98,3931,East Stand,Field Systems Ltd.,2017-03-23 0:00,2015-12-13 0:00,158,3799,1474,3,0,5,0
EQ09293,Seats,2019-01-06 0:00,2021-06-02 0:00,Good,41438.85,4832,North Stand,Turf Solutions,2016-09-20 0:00,2015-04-25 0:00,199,4769,1187,3,0,8,0
EQ09294,Field Marking Equipment,2016-05-17 0:00,2020-12-13 0:00,Good,25920.57,896,North Stand,Turf Solutions,2015-01-21 0:00,2018-01-30 0:00,33,803,1358,5,0,8,0
EQ09295,Turf Maintenance Machine,2020-09-04 0:00,2019-03-04 0:00,Under Repair,848.16,1304,West Stand,Turf Solutions,2019-05-07 0:00,2019-08-24 0:00,52,1253,2008,2,0,2,1
EQ09296,Turf Maintenance Machine,2024-03-08 0:00,2017-06-23 0:00,Needs Repair,32004.6,6347,North Stand,Lighting Masters,2016-04-10 0:00,2019-06-21 0:00,257,6158,2627,3,1,4,1
EQ09297,Audio System,2021-01-23 0:00,2021-03-06 0:00,Replaced,19492.93,1412,Main Field,Field Systems Ltd.,2016-05-23 0:00,2017-09-10 0:00,57,1363,1275,1,0,8,0
EQ09298,Goalpost,2018-11-10 0:00,2019-10-19 0:00,Replaced,40809.08,8864,Main Field,Field Systems Ltd.,2016-10-01 0:00,2015-06-09 0:00,366,8780,1779,8,0,9,0
EQ09299,Turnstiles,2016-01-10 0:00,2016-03-07 0:00,Replaced,21277.91,549,West Stand,Field Systems Ltd.,2015-04-14 0:00,2015-04-09 0:00,22,536,3100,1,0,9,0
EQ09300,Cameras,2015-03-07 0:00,2019-02-23 0:00,Under Repair,30744.58,1024,East Stand,Sports Equipment Co.,2018-06-23 0:00,2017-11-12 0:00,37,885,2017,2,0,2,1
EQ09301,Turf Maintenance Machine,2022-09-10 0:00,2017-10-04 0:00,Needs Repair,22412.9,3336,West Stand,Turf Solutions,2015-12-10 0:00,2016-09-12 0:00,131,3140,2524,6,0,4,1
EQ09302,Goalpost,2020-11-13 0:00,2024-07-30 0:00,Under Repair,42760.78,4758,South Stand,Lighting Masters,2015-01-16 0:00,2019-07-24 0:00,191,4577,33,2,0,1,1
EQ09303,Goalpost,2017-09-01 0:00,2019-04-09 0:00,Replaced,40077.79,6516,South Stand,Sports Equipment Co.,2015-01-09 0:00,2015-06-30 0:00,271,6506,1972,6,0,9,0
EQ09304,Turf Maintenance Machine,2024-02-09 0:00,2023-04-20 0:00,Good,9232.41,521,South Stand,Goalkeepers Inc.,2018-01-25 0:00,2018-01-18 0:00,21,503,500,7,0,8,0
EQ09305,Score Display,2021-06-01 0:00,2022-10-01 0:00,Good,14064.52,5595,South Stand,Audio Visual Experts,2019-01-05 0:00,2017-09-04 0:00,230,5511,701,6,0,8,0
EQ09306,Scoreboard,2023-11-25 0:00,2023-02-24 0:00,Under Repair,46599.7,8286,Main Field,Goalkeepers Inc.,2017-11-18 0:00,2019-11-03 0:00,342,8206,555,2,0,1,1
EQ09307,Lighting System,2021-01-28 0:00,2020-03-20 0:00,Under Repair,17744.23,6924,South Stand,Turf Solutions,2015-01-11 0:00,2015-03-25 0:00,285,6828,1626,3,0,1,1
EQ09308,Cameras,2024-04-24 0:00,2023-01-22 0:00,Under Repair,37859.93,8026,South Stand,Audio Visual Experts,2018-05-17 0:00,2018-01-06 0:00,329,7903,588,8,0,2,1
EQ09309,Field Marking Equipment,2015-07-21 0:00,2019-07-24 0:00,Needs Repair,30085.12,7600,South Stand,Turf Solutions,2016-10-03 0:00,2019-11-15 0:00,311,7472,1866,5,0,5,0
EQ09310,Turnstiles,2017-05-19 0:00,2015-06-17 0:00,Good,9237.33,3212,West Stand,Sports Equipment Co.,2015-09-26 0:00,2017-06-24 0:00,133,3199,3364,1,0,7,0
EQ09311,Turnstiles,2023-12-05 0:00,2022-08-12 0:00,Replaced,5154.05,232,South Stand,Turf Solutions,2015-05-05 0:00,2017-11-14 0:00,2,42,751,6,0,8,0
EQ09312,Scoreboard,2023-03-01 0:00,2024-08-08 0:00,Replaced,12774.92,3784,West Stand,Goalkeepers Inc.,2016-12-24 0:00,2017-01-03 0:00,152,3652,24,3,0,9,0
EQ09313,Goalpost,2022-04-11 0:00,2019-02-14 0:00,Good,25977.93,8920,North Stand,Sports Equipment Co.,2015-12-08 0:00,2015-01-01 0:00,365,8769,2026,1,0,8,0
EQ09314,Lighting System,2017-05-16 0:00,2019-09-08 0:00,Needs Repair,631.29,2310,South Stand,Audio Visual Experts,2016-11-08 0:00,2015-03-11 0:00,93,2233,1820,5,0,5,0
EQ09315,Lighting System,2019-09-15 0:00,2020-10-19 0:00,Good,37936.21,9243,North Stand,Turf Solutions,2015-05-12 0:00,2015-02-21 0:00,384,9215,1413,9,0,9,0
EQ09316,Field Marking Equipment,2024-07-17 0:00,2020-05-05 0:00,Good,21856.11,2771,North Stand,Audio Visual Experts,2019-06-27 0:00,2019-10-27 0:00,110,2645,1580,2,0,9,0
EQ09317,Lighting System,2018-09-02 0:00,2022-08-16 0:00,Replaced,37211.01,3467,South Stand,Goalkeepers Inc.,2017-07-28 0:00,2018-12-11 0:00,140,3356,747,2,1,9,0
EQ09318,Turf Maintenance Machine,2023-10-14 0:00,2017-05-19 0:00,Needs Repair,17418.4,5187,West Stand,Lighting Masters,2015-10-03 0:00,2017-04-20 0:00,215,5167,2662,6,0,5,0
EQ09319,Scoreboard,2020-12-26 0:00,2019-01-21 0:00,Replaced,9510.58,5765,South Stand,Turf Solutions,2016-03-06 0:00,2018-04-21 0:00,236,5665,2050,2,0,9,0
EQ09320,Lighting System,2017-12-08 0:00,2021-09-02 0:00,Under Repair,22263.02,7370,East Stand,Sports Equipment Co.,2016-08-20 0:00,2018-01-23 0:00,303,7279,1095,2,1,1,1
EQ09321,Lighting System,2019-01-16 0:00,2016-10-29 0:00,Good,23206.32,9900,North Stand,Goalkeepers Inc.,2015-09-30 0:00,2015-11-08 0:00,410,9848,2864,6,0,7,0
EQ09322,Seats,2018-07-20 0:00,2022-09-18 0:00,Good,22943.44,2927,South Stand,Audio Visual Experts,2015-01-12 0:00,2016-04-01 0:00,117,2809,714,5,0,9,0
EQ09323,Lighting System,2017-04-26 0:00,2024-07-27 0:00,Needs Repair,21485.24,9181,North Stand,Audio Visual Experts,2018-05-11 0:00,2016-07-18 0:00,375,8991,36,7,0,5,0
EQ09324,Cameras,2022-05-23 0:00,2016-10-27 0:00,Replaced,47429.2,3341,West Stand,Goalkeepers Inc.,2018-12-22 0:00,2019-03-01 0:00,138,3304,2866,2,1,8,0
EQ09325,Audio System,2021-06-11 0:00,2016-10-04 0:00,Needs Repair,12343.15,7060,West Stand,Lighting Masters,2018-09-23 0:00,2018-11-08 0:00,293,7038,2889,8,0,4,1
EQ09326,Score Display,2019-07-03 0:00,2015-11-20 0:00,Replaced,28183.53,9138,East Stand,Lighting Masters,2018-09-16 0:00,2019-07-01 0:00,380,9117,3208,8,0,8,0
EQ09327,Turnstiles,2024-05-07 0:00,2016-08-17 0:00,Needs Repair,14177.7,2214,East Stand,Audio Visual Experts,2015-11-28 0:00,2015-10-07 0:00,86,2061,2937,4,0,5,0
EQ09328,Lighting System,2016-02-09 0:00,2018-02-15 0:00,Under Repair,7457.57,3250,Main Field,Lighting Masters,2017-08-26 0:00,2019-05-03 0:00,131,3145,2390,7,0,1,1
EQ09329,Scoreboard,2015-07-13 0:00,2017-09-04 0:00,Good,38688.99,7218,South Stand,Lighting Masters,2015-03-15 0:00,2015-03-13 0:00,296,7092,2554,5,1,7,0
EQ09330,Scoreboard,2020-10-23 0:00,2023-10-21 0:00,Needs Repair,33805.24,3256,West Stand,Goalkeepers Inc.,2016-08-29 0:00,2015-07-24 0:00,135,3233,316,2,0,5,0
EQ09331,Turnstiles,2018-11-13 0:00,2022-07-14 0:00,Good,30422.67,1135,South Stand,Field Systems Ltd.,2018-11-12 0:00,2016-02-23 0:00,47,1129,780,6,0,8,0
EQ09332,Field Marking Equipment,2016-11-22 0:00,2020-12-05 0:00,Under Repair,12336.19,6789,South Stand,Sports Equipment Co.,2019-01-02 0:00,2018-09-27 0:00,280,6731,1366,3,0,2,1
EQ09333,Turnstiles,2023-04-18 0:00,2019-03-20 0:00,Under Repair,20301.7,7232,East Stand,Field Systems Ltd.,2017-07-07 0:00,2016-11-16 0:00,293,7043,1992,8,0,1,1
EQ09334,Audio System,2020-09-20 0:00,2022-05-31 0:00,Good,27501.87,5322,North Stand,Lighting Masters,2017-11-26 0:00,2016-05-23 0:00,221,5307,824,3,0,9,0
EQ09335,Turf Maintenance Machine,2015-12-10 0:00,2023-02-05 0:00,Replaced,19759.88,2385,South Stand,Field Systems Ltd.,2019-10-11 0:00,2018-02-22 0:00,98,2361,574,7,0,8,0
EQ09336,Seats,2020-12-01 0:00,2021-07-20 0:00,Good,34692.06,476,West Stand,Turf Solutions,2015-04-13 0:00,2019-06-12 0:00,18,429,1139,7,0,8,0
EQ09337,Goalpost,2016-02-05 0:00,2019-09-28 0:00,Under Repair,17203.63,9853,Main Field,Field Systems Ltd.,2017-12-31 0:00,2019-02-02 0:00,407,9771,1800,7,0,1,1
EQ09338,Goalpost,2019-09-20 0:00,2023-02-25 0:00,Replaced,26320.69,7984,East Stand,Sports Equipment Co.,2019-04-24 0:00,2015-01-31 0:00,331,7951,554,7,0,8,0
EQ09339,Cameras,2023-03-16 0:00,2017-06-11 0:00,Good,38570.12,9090,Main Field,Turf Solutions,2018-07-28 0:00,2018-05-05 0:00,373,8952,2639,6,0,7,0
EQ09340,Turnstiles,2016-04-17 0:00,2020-03-01 0:00,Good,45384.15,1330,East Stand,Turf Solutions,2017-08-31 0:00,2017-10-24 0:00,53,1262,1645,4,0,7,0
EQ09341,Scoreboard,2020-11-08 0:00,2024-08-07 0:00,Replaced,16229.24,5460,West Stand,Lighting Masters,2017-01-15 0:00,2019-03-11 0:00,223,5345,25,8,0,9,0
EQ09342,Cameras,2017-07-21 0:00,2023-09-17 0:00,Needs Repair,17924.02,899,North Stand,Sports Equipment Co.,2018-05-17 0:00,2017-10-01 0:00,31,732,350,6,0,4,1
EQ09343,Cameras,2022-05-09 0:00,2022-11-28 0:00,Under Repair,4628.03,8046,Main Field,Lighting Masters,2019-12-06 0:00,2018-11-28 0:00,332,7963,643,4,1,1,1
EQ09344,Scoreboard,2016-11-22 0:00,2022-03-08 0:00,Replaced,38740.81,2534,North Stand,Field Systems Ltd.,2016-07-16 0:00,2017-01-10 0:00,104,2501,908,5,0,9,0
EQ09345,Cameras,2018-01-13 0:00,2015-01-01 0:00,Good,30748.76,7651,East Stand,Field Systems Ltd.,2019-03-20 0:00,2019-01-28 0:00,313,7520,3531,5,0,7,0
EQ09346,Score Display,2016-07-28 0:00,2022-07-09 0:00,Under Repair,26847.49,8412,West Stand,Lighting Masters,2016-05-29 0:00,2016-12-20 0:00,350,8388,785,6,0,1,1
EQ09347,Lighting System,2021-03-31 0:00,2021-06-19 0:00,Needs Repair,685.42,374,Main Field,Goalkeepers Inc.,2015-06-13 0:00,2017-07-31 0:00,10,237,1170,1,1,5,0
EQ09348,Audio System,2020-12-10 0:00,2019-09-01 0:00,Replaced,42149.44,8129,South Stand,Audio Visual Experts,2019-12-09 0:00,2018-10-10 0:00,337,8098,1827,8,0,8,0
EQ09349,Turf Maintenance Machine,2020-06-13 0:00,2015-08-15 0:00,Good,11180.02,4417,South Stand,Goalkeepers Inc.,2016-07-29 0:00,2019-12-05 0:00,183,4399,3305,4,0,7,0
EQ09350,Lighting System,2024-08-28 0:00,2024-06-12 0:00,Needs Repair,29317.34,710,East Stand,Audio Visual Experts,2017-04-23 0:00,2016-02-18 0:00,29,702,81,3,0,4,1
EQ09351,Turnstiles,2015-10-25 0:00,2016-01-27 0:00,Under Repair,28043.7,626,Main Field,Audio Visual Experts,2015-03-03 0:00,2017-09-26 0:00,21,504,3140,2,0,2,1
EQ09352,Scoreboard,2016-06-09 0:00,2021-11-24 0:00,Needs Repair,16374.5,6151,North Stand,Field Systems Ltd.,2017-06-22 0:00,2017-04-21 0:00,255,6112,1012,6,0,4,1
EQ09353,Field Marking Equipment,2018-05-05 0:00,2019-05-30 0:00,Replaced,22104.32,7573,North Stand,Lighting Masters,2016-06-08 0:00,2019-08-02 0:00,308,7387,1921,2,0,9,0
EQ09354,Turf Maintenance Machine,2020-04-19 0:00,2015-02-12 0:00,Good,34940.07,9256,Main Field,Goalkeepers Inc.,2015-09-25 0:00,2019-08-06 0:00,381,9154,3489,4,0,7,0
EQ09355,Goalpost,2020-05-25 0:00,2023-03-06 0:00,Under Repair,18004.29,1434,South Stand,Field Systems Ltd.,2016-04-15 0:00,2015-02-24 0:00,53,1273,545,3,0,1,1
EQ09356,Lighting System,2023-01-20 0:00,2015-09-17 0:00,Needs Repair,48461.46,8047,East Stand,Field Systems Ltd.,2018-06-06 0:00,2016-11-27 0:00,328,7862,3272,7,0,5,0
EQ09357,Field Marking Equipment,2024-07-25 0:00,2020-03-04 0:00,Replaced,18245.41,4150,South Stand,Sports Equipment Co.,2019-10-09 0:00,2018-11-11 0:00,167,4001,1642,3,0,8,0
EQ09358,Seats,2017-05-23 0:00,2020-09-11 0:00,Replaced,2597.65,1603,West Stand,Audio Visual Experts,2017-06-24 0:00,2017-12-12 0:00,59,1406,1451,4,0,9,0
EQ09359,Seats,2017-06-02 0:00,2021-12-16 0:00,Good,13711.3,623,North Stand,Audio Visual Experts,2017-10-10 0:00,2016-04-06 0:00,21,505,990,3,0,9,0
EQ09360,Audio System,2023-04-28 0:00,2020-04-13 0:00,Under Repair,33587.63,4646,South Stand,Sports Equipment Co.,2018-05-25 0:00,2019-09-15 0:00,192,4618,1602,8,0,2,1
EQ09361,Turf Maintenance Machine,2023-08-31 0:00,2015-03-30 0:00,Good,2144.43,512,North Stand,Turf Solutions,2016-08-16 0:00,2015-05-26 0:00,15,354,3443,6,0,9,0
EQ09362,Scoreboard,2021-06-17 0:00,2021-11-13 0:00,Good,40644.25,8303,North Stand,Goalkeepers Inc.,2015-04-08 0:00,2018-08-22 0:00,344,8254,1023,2,1,9,0
EQ09363,Scoreboard,2022-10-11 0:00,2019-10-18 0:00,Under Repair,704.56,6607,West Stand,Field Systems Ltd.,2018-01-13 0:00,2016-04-14 0:00,270,6489,1780,1,0,2,1
EQ09364,Turnstiles,2021-05-12 0:00,2021-08-14 0:00,Needs Repair,24147.28,7831,East Stand,Sports Equipment Co.,2019-01-28 0:00,2018-09-11 0:00,321,7694,1114,4,0,5,0
EQ09365,Audio System,2017-01-03 0:00,2022-08-04 0:00,Needs Repair,44073.03,8182,South Stand,Sports Equipment Co.,2015-09-22 0:00,2015-05-20 0:00,336,8067,759,5,0,5,0
EQ09366,Audio System,2021-07-26 0:00,2021-09-29 0:00,Good,44302.64,7195,South Stand,Audio Visual Experts,2015-03-29 0:00,2019-04-03 0:00,299,7184,1068,7,0,7,0
EQ09367,Lighting System,2015-10-02 0:00,2017-03-07 0:00,Good,44708.92,740,West Stand,Sports Equipment Co.,2016-12-13 0:00,2016-01-07 0:00,30,731,2735,6,0,9,0
EQ09368,Turnstiles,2017-03-01 0:00,2016-08-01 0:00,Under Repair,29337.65,8450,West Stand,Lighting Masters,2016-03-08 0:00,2017-12-08 0:00,351,8434,2953,1,0,1,1
EQ09369,Scoreboard,2019-09-13 0:00,2024-08-30 0:00,Needs Repair,41598.69,6239,North Stand,Field Systems Ltd.,2015-09-28 0:00,2016-11-22 0:00,255,6113,2,2,0,5,0
EQ09370,Score Display,2021-09-06 0:00,2016-01-16 0:00,Under Repair,37269.24,179,West Stand,Goalkeepers Inc.,2017-07-24 0:00,2018-09-30 0:00,3,71,3151,6,0,1,0
EQ09371,Audio System,2017-12-12 0:00,2016-09-21 0:00,Needs Repair,22276.46,5442,Main Field,Turf Solutions,2015-10-01 0:00,2019-07-16 0:00,224,5381,2902,6,0,5,0
EQ09372,Field Marking Equipment,2024-08-01 0:00,2022-10-30 0:00,Under Repair,13703.64,4945,Main Field,Sports Equipment Co.,2018-02-10 0:00,2019-01-08 0:00,202,4859,672,5,0,1,1
EQ09373,Seats,2018-04-16 0:00,2018-10-23 0:00,Good,49610.39,726,West Stand,Field Systems Ltd.,2017-01-03 0:00,2017-03-29 0:00,27,657,2140,6,0,8,0
EQ09374,Cameras,2021-06-24 0:00,2017-07-15 0:00,Under Repair,30221.75,2834,South Stand,Lighting Masters,2017-07-12 0:00,2017-07-25 0:00,113,2719,2605,8,0,2,1
EQ09375,Scoreboard,2021-10-04 0:00,2021-05-19 0:00,Replaced,36074.23,3856,North Stand,Audio Visual Experts,2017-11-22 0:00,2019-11-30 0:00,154,3684,1201,7,0,9,0
EQ09376,Audio System,2017-01-10 0:00,2021-07-30 0:00,Good,34850.83,241,West Stand,Goalkeepers Inc.,2018-09-10 0:00,2017-07-17 0:00,6,139,1129,4,1,7,0
EQ09377,Turnstiles,2017-05-24 0:00,2022-08-28 0:00,Good,4643.35,4574,North Stand,Goalkeepers Inc.,2018-12-24 0:00,2018-02-05 0:00,188,4504,735,4,0,8,0
EQ09378,Lighting System,2020-02-04 0:00,2021-12-21 0:00,Good,26316.13,7762,North Stand,Field Systems Ltd.,2017-06-18 0:00,2015-11-20 0:00,321,7705,985,8,0,7,0
EQ09379,Field Marking Equipment,2021-02-11 0:00,2021-01-15 0:00,Under Repair,26352.07,859,Main Field,Audio Visual Experts,2018-07-29 0:00,2016-11-29 0:00,30,729,1325,3,0,1,1
EQ09380,Field Marking Equipment,2022-07-26 0:00,2021-09-14 0:00,Good,45667.35,6087,West Stand,Audio Visual Experts,2015-01-25 0:00,2015-09-03 0:00,250,6000,1083,7,0,9,0
EQ09381,Scoreboard,2022-07-29 0:00,2015-10-04 0:00,Needs Repair,45265.21,1886,Main Field,Sports Equipment Co.,2019-02-01 0:00,2015-09-25 0:00,73,1745,3255,5,1,5,0
EQ09382,Turnstiles,2015-01-29 0:00,2020-08-12 0:00,Under Repair,44627.78,8736,West Stand,Sports Equipment Co.,2018-11-26 0:00,2016-05-07 0:00,357,8564,1481,4,1,2,1
EQ09383,Score Display,2021-01-08 0:00,2018-05-04 0:00,Good,17722.81,555,North Stand,Audio Visual Experts,2016-08-27 0:00,2016-01-05 0:00,20,476,2312,4,0,8,0
EQ09384,Seats,2022-12-18 0:00,2019-11-07 0:00,Under Repair,41327.94,9058,South Stand,Goalkeepers Inc.,2015-03-04 0:00,2016-07-05 0:00,375,9004,1760,6,0,1,1
EQ09385,Turnstiles,2021-12-12 0:00,2024-02-14 0:00,Good,15971.56,2763,North Stand,Sports Equipment Co.,2019-11-23 0:00,2019-02-17 0:00,108,2586,200,7,0,8,0
EQ09386,Score Display,2022-01-05 0:00,2020-10-23 0:00,Good,10867.76,3733,Main Field,Turf Solutions,2016-11-28 0:00,2016-03-15 0:00,155,3730,1409,9,0,9,0
EQ09387,Audio System,2015-03-30 0:00,2020-08-22 0:00,Under Repair,20737.43,5278,East Stand,Lighting Masters,2019-04-26 0:00,2016-11-29 0:00,220,5273,1471,3,0,1,1
EQ09388,Scoreboard,2016-10-28 0:00,2022-01-09 0:00,Needs Repair,2093.98,7174,Main Field,Field Systems Ltd.,2016-01-08 0:00,2015-01-09 0:00,295,7070,966,5,0,4,1
EQ09389,Goalpost,2019-03-25 0:00,2023-11-17 0:00,Good,9817.97,2346,East Stand,Turf Solutions,2018-09-04 0:00,2017-04-21 0:00,93,2226,289,4,0,9,0
EQ09390,Audio System,2022-04-04 0:00,2020-06-16 0:00,Under Repair,43182.45,4601,South Stand,Lighting Masters,2016-10-02 0:00,2018-05-07 0:00,188,4508,1538,2,0,2,1
EQ09391,Goalpost,2017-11-05 0:00,2024-01-09 0:00,Good,38709.58,2251,South Stand,Field Systems Ltd.,2017-08-02 0:00,2015-05-30 0:00,93,2241,236,2,0,7,0
EQ09392,Goalpost,2018-01-25 0:00,2022-01-11 0:00,Needs Repair,45899.8,1991,North Stand,Goalkeepers Inc.,2016-02-06 0:00,2016-01-04 0:00,75,1801,964,7,0,5,0
EQ09393,Turnstiles,2017-06-05 0:00,2017-08-13 0:00,Needs Repair,47899.49,2079,South Stand,Field Systems Ltd.,2016-10-07 0:00,2015-04-02 0:00,82,1964,2576,1,0,4,1
EQ09394,Seats,2022-09-01 0:00,2017-08-29 0:00,Needs Repair,28597.32,3879,West Stand,Audio Visual Experts,2015-06-28 0:00,2015-06-23 0:00,160,3849,2560,6,0,4,1
EQ09395,Cameras,2017-09-13 0:00,2018-02-07 0:00,Needs Repair,16497.33,8481,South Stand,Goalkeepers Inc.,2018-10-01 0:00,2016-10-23 0:00,352,8439,2398,6,1,4,1
EQ09396,Scoreboard,2022-06-07 0:00,2018-09-21 0:00,Under Repair,25326.48,3111,West Stand,Sports Equipment Co.,2016-05-20 0:00,2017-03-11 0:00,124,2971,2172,8,0,1,1
EQ09397,Score Display,2015-11-19 0:00,2017-03-17 0:00,Replaced,40553.6,9853,Main Field,Lighting Masters,2018-12-31 0:00,2019-03-22 0:00,407,9771,2725,1,0,8,0
EQ09398,Goalpost,2020-11-14 0:00,2019-07-20 0:00,Good,25155.21,8908,Main Field,Audio Visual Experts,2016-03-08 0:00,2016-04-22 0:00,370,8879,1870,7,0,7,0
EQ09399,Cameras,2019-10-23 0:00,2016-05-15 0:00,Under Repair,10108.41,7254,Main Field,Turf Solutions,2017-09-27 0:00,2019-06-02 0:00,299,7171,3031,9,0,2,1
EQ09400,Audio System,2021-10-24 0:00,2023-03-18 0:00,Needs Repair,4541.94,5734,East Stand,Goalkeepers Inc.,2017-12-08 0:00,2018-05-28 0:00,232,5574,533,2,0,5,0
EQ09401,Lighting System,2016-02-16 0:00,2024-02-18 0:00,Under Repair,12317.65,3954,South Stand,Lighting Masters,2016-08-29 0:00,2018-09-24 0:00,158,3793,196,1,0,1,1
EQ09402,Field Marking Equipment,2021-11-21 0:00,2022-02-13 0:00,Good,32923.94,9876,North Stand,Turf Solutions,2019-09-03 0:00,2017-02-14 0:00,404,9689,931,4,0,9,0
EQ09403,Score Display,2022-10-24 0:00,2021-05-02 0:00,Under Repair,48898.62,7648,North Stand,Goalkeepers Inc.,2015-12-26 0:00,2017-12-05 0:00,311,7456,1218,1,0,2,1
EQ09404,Cameras,2019-07-27 0:00,2021-04-02 0:00,Needs Repair,39362.17,2490,North Stand,Sports Equipment Co.,2019-03-12 0:00,2019-08-30 0:00,96,2311,1248,9,0,4,1
EQ09405,Lighting System,2023-05-29 0:00,2015-04-07 0:00,Good,43563.66,590,South Stand,Goalkeepers Inc.,2017-06-20 0:00,2019-10-26 0:00,22,517,3435,2,0,9,0
EQ09406,Seats,2015-09-04 0:00,2024-07-18 0:00,Good,41760.46,5227,East Stand,Lighting Masters,2018-10-15 0:00,2015-11-24 0:00,213,5101,45,4,0,8,0
EQ09407,Field Marking Equipment,2021-11-08 0:00,2018-08-31 0:00,Good,43516.51,3226,South Stand,Sports Equipment Co.,2017-12-29 0:00,2015-11-15 0:00,131,3149,2193,9,0,7,0
EQ09408,Cameras,2021-04-26 0:00,2021-12-31 0:00,Good,21559.28,2469,South Stand,Sports Equipment Co.,2016-11-01 0:00,2016-02-01 0:00,99,2366,975,2,0,9,0
EQ09409,Turf Maintenance Machine,2024-05-30 0:00,2023-05-22 0:00,Good,42050.16,1206,West Stand,Audio Visual Experts,2015-06-14 0:00,2019-04-09 0:00,47,1127,468,6,0,8,0
EQ09410,Turnstiles,2020-11-18 0:00,2017-06-25 0:00,Needs Repair,35542.33,9217,West Stand,Sports Equipment Co.,2019-09-04 0:00,2018-02-03 0:00,377,9041,2625,6,0,5,0
EQ09411,Audio System,2024-05-27 0:00,2020-11-28 0:00,Replaced,36689.44,1320,West Stand,Audio Visual Experts,2016-05-20 0:00,2015-12-19 0:00,48,1141,1373,1,0,9,0
